,P20865_126_S107_L004,P20865_122_S103_L004,P20865_114_S95_L004,P20865_113_S94_L004,P20865_105_S86_L004,P20865_102_S83_L004,P20865_120_S101_L004,P20865_135_S116_L004,P20865_139_S120_L004,P20865_131_S112_L004,P20865_112_S93_L004,P20865_134_S115_L004,P20865_144_S125_L004,P20865_111_S92_L004,P20865_171_S152_L004,P20865_141_S122_L004,P20865_130_S111_L004,P20865_151_S132_L004,P20865_153_S134_L004,P20865_132_S113_L004,P20865_110_S91_L004,P20865_115_S96_L004,P20865_125_S106_L004,P20865_109_S90_L004,P20865_160_S141_L004,P20865_155_S136_L004,P20865_107_S88_L004,P20865_161_S142_L004,P20865_129_S110_L004,P20865_119_S100_L004,P20865_168_S149_L004,P20865_158_S139_L004,P20865_149_S130_L004,P20865_121_S102_L004,P20865_127_S108_L004,P20865_146_S127_L004,P20865_166_S147_L004,P20865_123_S104_L004,P20865_170_S151_L004,P20865_169_S150_L004,P20865_142_S123_L004,P20865_162_S143_L004,P20865_133_S114_L004,P20865_163_S144_L004,P20865_145_S126_L004,P20865_165_S146_L004,P20865_154_S135_L004,P20865_101_S82_L004,P20865_103_S84_L004,P20865_108_S89_L004,P20865_143_S124_L004,P20865_136_S117_L004,P20865_150_S131_L004,P20865_128_S109_L004,P20865_152_S133_L004,P20865_106_S87_L004,P20865_164_S145_L004,P20865_138_S119_L004,P20865_159_S140_L004,P20865_156_S137_L004,P20865_157_S138_L004,P20865_147_S128_L004,P20865_137_S118_L004,P20865_104_S85_L004,P20865_116_S97_L004,P20865_140_S121_L004,P20865_118_S99_L004,P20865_124_S105_L004,P20865_117_S98_L004,P20865_167_S148_L004,P20865_148_S129_L004
msp_0194,0,9.84321773161762e-08,4.41625250114735e-07,0,0,0,3.22176656266905e-07,0,0,0,0,0,9.26899231905305e-07,0,1.57493629282805e-07,0,0,6.98678020321111e-07,0,0,1.46538549535748e-07,0,6.48370484087537e-08,0,0,1.58034434691191e-06,0,1.04326691773671e-07,8.82376179259779e-07,3.70040642934228e-07,4.11395849344914e-07,3.21332790139334e-07,0,3.31272369681498e-06,0,2.52082575364627e-07,0,1.30706160565787e-07,1.89754370237931e-07,0,1.60295222649479e-08,0,4.73239833687022e-07,0,0,0,3.26233294204182e-08,0,0,0,0,0,0,0,1.01319191377067e-06,0,0,2.95308759465666e-07,0,0,0,4.69802451591995e-07,1.23160288881882e-06,4.45809165361555e-07,1.32098818306933e-07,1.28990111140699e-07,0,0,0,0,2.0526197147981e-07
msp_0195,0,0,0,0,0,0,0,0,0,0,1.93697245675365e-06,0,0,0,0,0,0,1.39224048773364e-06,1.56712880485391e-06,0,0,0,0,0,0,1.71040416704057e-06,0,0,0,0,6.37607533472852e-07,0,0,0,0,8.73813834792319e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1161792611424e-06,0,0,0,0,0,0,2.31849205121323e-06,0,0,0,0,0,0,0,0,0
msp_0196,0,3.65692331804814e-06,8.37022931929319e-07,0,0,0,3.29172362722834e-06,5.88340836725502e-06,0,8.77979625237649e-06,0,8.38239265921867e-07,0,5.41344346353647e-07,2.54605545385205e-06,0,1.48306901681729e-06,9.46948257150841e-07,5.75739499585241e-07,8.85980528476785e-07,0,4.28392327996528e-06,0,4.76716938253106e-06,1.11677176532211e-06,7.95727669803614e-07,0,0,2.36140740035678e-07,9.23664055842943e-07,4.21502726330775e-07,9.9236385993748e-09,0,0,0,3.03720682608611e-06,0,4.47653510782127e-06,2.51146878427252e-06,8.21332085047282e-06,1.79807756373404e-06,6.70779760760727e-06,1.03955618663505e-05,1.88999907058075e-06,2.11979960928758e-06,4.61471972335212e-06,6.02246403680746e-07,0,9.06575726173382e-09,0,1.31009959121552e-07,6.63672008349422e-07,0,3.02714424417383e-06,3.73913526898301e-06,0,1.27616963295959e-05,0,0,0,3.26439720054394e-06,6.20996953600071e-06,0,2.53494109465487e-06,0,0,0,0,0,4.77490627095658e-06,2.38815659253855e-06
msp_0198,0,7.34804187812183e-08,3.66166892688443e-07,0,0,0,0,0,0,0,0,1.52166684418445e-07,0,0,0,0,0,0,0,0,1.70474717718048e-07,6.1009586616326e-07,1.92468350913829e-08,0,7.71375728829031e-08,3.37133025182519e-08,0,0,8.08184270404802e-08,0,0,2.24044847396144e-08,0,9.39640179107279e-08,0,0,0,4.43977651132857e-07,0,0,0,0,0,0,0,0,2.57750667212149e-08,0,0,0,0,0,0,0,0,0,0,6.12317626222649e-08,0,0,0,1.05162455769625e-08,0,0,1.2164437865572e-07,0,0,0,1.36768113081127e-08,0,0
msp_0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88486175598928e-06,0,0,0,0,2.33190836302554e-06,0,1.33596753695536e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06777430198585e-06,0,0,0,0,0,0,0,0,0,0,0,0,7.66903282507994e-06,0,0,0,0,0,0,0,0,0,0,0
msp_0200,0,0,0,0,3.21441937435516e-08,3.24505631081776e-08,0,0,0,7.57669059404609e-09,0,4.76313469122863e-08,1.94438117609537e-08,1.39278326329321e-08,0,0,0,0,5.89898051387451e-08,0,6.71872234906846e-08,2.46042203554133e-09,0,0,0,0,7.62963394495801e-07,0,0,0,0,0,5.6268315547859e-08,0,0,0,0,0,0,0,1.28501084612414e-07,0,0,2.09321187219716e-08,3.89109117576933e-08,1.05784306409175e-08,0,0,0,7.63644908938014e-07,0,0,0,0,0,2.73834129520235e-08,2.14391835282701e-08,0,0,0,0,0,0,0,0,0,0,3.36764310246682e-08,2.33398372451993e-08,4.64617752762083e-07,0
msp_0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77508221075717e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96718794114714e-07,0,0,0,0,0,0,4.53543408943696e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0202,0,3.3128522524055e-08,3.85371663069702e-07,0,0,0,0,0,0,0,5.01496573061571e-06,0,5.39106836508904e-07,0,0,0,0,0,0,0,0,0,4.36579884438893e-07,3.30722613958004e-06,0,0,0,2.00962539395873e-06,1.77984778030542e-06,0,0,0,0,2.1368677476229e-06,0,0,0,4.04119029221502e-08,0,1.29520600526136e-08,0,1.19497921552554e-06,0,0,0,0,1.63623592363223e-06,5.61444065506395e-06,1.33163894695723e-07,0,0,0,0,0,0,0,0,0,0,0,2.256804452413e-06,0,0,0,2.17971161049323e-07,1.91219506601031e-07,0,0,1.11273810392346e-06,0,0
msp_0203,0,0,1.91028370021743e-07,0,8.42744136177188e-07,0,5.11010433708066e-08,0,0,8.15534806666739e-07,0,0,0,0,0,0,1.43163389250749e-07,0,0,1.38065295680991e-07,0,0,0,0,0,0,0,2.62838286539428e-07,1.84603226280528e-07,0,0,0,3.25888036775984e-06,0,0,0,0,0,0,3.10632674972786e-07,0,0,6.80952360468545e-07,0,1.59615349005479e-07,0,6.16739070926665e-08,0,0,0,0,0,0,0,5.03970775478703e-07,0,0,0,0,0,0,0,0,6.525120356592e-08,0,0,1.52301416082966e-07,0,0,0,0
msp_0204,0,0,0,0,3.01963080571202e-08,1.27637820988122e-06,0,2.72436874644588e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51314904386204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90315221464681e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0205,0,9.05898953475151e-07,4.11064987675559e-06,0,0,0,1.33413519352904e-06,0,0,1.17144587825848e-07,2.57814123746399e-06,0,0,2.23608264890847e-07,2.87854980831678e-07,0,8.22035275076702e-06,1.00258827560893e-05,0,0,0,0,0,0,1.94173248717174e-08,1.40714132754823e-06,0,0,3.28825393210774e-06,5.92460752868958e-07,3.48862520713808e-07,3.67569860159213e-07,0,9.43580881801536e-08,0,3.96339993594471e-07,0,6.32934189988073e-07,4.41830159631889e-07,7.20625439758687e-07,5.07940452248838e-08,0,4.95254730483749e-06,0,0,0,0,0,0,0,0,0,0,0,7.20811383397417e-06,0,0,0,1.90339715724199e-06,1.89023954992576e-06,0,5.02681854953128e-07,1.1230106577649e-06,1.44977526670077e-07,3.47809574100534e-07,2.02034738451602e-07,0,0,4.95080056127512e-07,0,5.23282706812176e-08
msp_0206,0,1.38729739818211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32333440923919e-06,0,0,0,0,0,5.39912392704904e-06,0,0,0,0,0,1.48179398549542e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59504409895613e-06,1.22459845769889e-06,0,0,0,0,0,0,0,0,0,0,0
msp_0207,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29439252964603e-08,0,0,0,0,0,0,0,0,0,0,2.8892009438078e-06,0,0,1.15068776269136e-07,0,0,0,6.37969230380912e-08,0,0,0,1.21068235690275e-06,0,0,0,7.31855434588498e-08,0,4.82554950662808e-08,0,0,0,2.39958612682192e-06,3.04651720966005e-08,0,0,0,0,0,0,0,0,0,2.01784415655454e-06,0,0,6.70540861734381e-07,0,6.95047150033743e-08,0,2.29716113977263e-06,0,0,0,0,0,0,0
msp_0208,2.8732422996794e-07,1.47614341885003e-07,5.94118246139025e-07,0,6.12249162753453e-07,1.35741664573428e-07,8.42008066664701e-07,7.43454173277246e-08,0,7.43525236980254e-07,9.30974237740621e-07,0,3.30975884963874e-07,2.0531937785992e-08,1.94091389370134e-07,1.35194846210583e-07,1.36751093824645e-06,1.03462930985076e-07,0,1.50322107829107e-07,1.27933103544711e-07,8.28729129846403e-08,1.50433083874948e-06,5.353682635471e-08,5.88141768350972e-07,2.96999245400827e-07,7.62725746264693e-08,3.89709354645106e-07,1.35026946444398e-06,2.53581298802737e-07,1.84160038172615e-06,1.75054149026787e-07,1.90292434831217e-06,2.39559113458124e-07,1.82637473310131e-06,1.00084033507002e-06,0,1.60735124825504e-07,1.6802526858457e-07,2.64447792509859e-07,5.85974752909253e-08,8.67687210962288e-08,2.92457216902353e-08,1.17848638309741e-07,3.56525998382456e-08,1.5772584102273e-07,2.42831539001416e-07,5.84027021212491e-08,2.12396872522499e-07,0,0,2.20048766798991e-08,0,2.34179851874695e-07,4.84379463015582e-07,0,8.97019970512046e-08,2.51510868895916e-07,0,1.04745871396726e-07,0,4.28869724323775e-07,1.32064759086937e-07,1.54378808818158e-07,4.56971213574168e-07,2.11352284187334e-07,1.35514210076758e-06,0,3.13001125677135e-07,0,8.24615133323247e-07
msp_0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.957408366275e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0560055937648e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0210,0,0,0,0,0,0,0,2.50342929103083e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05148396488631e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0212,0,0,1.93338465458314e-06,0,2.29332977138475e-06,0,0,0,0,6.18277478878506e-07,0,0,3.44204126279558e-06,0,0,0,0,0,0,0,6.90055583831283e-06,5.4869677536171e-06,0,6.89951169059367e-07,2.95618010979038e-06,0,0,3.3542295064003e-06,1.50666474382711e-06,0,2.44192949612404e-05,0,0,7.86101765335636e-06,0,0,0,0,0,0,0,1.53911037394179e-06,5.00458022485662e-07,5.53747934474469e-06,0,7.61660283661525e-06,0,1.85442199663985e-06,0,0,0,1.47285832139572e-08,0,3.44010430044781e-06,0,0,2.29121745329053e-06,0,0,0,0,0,5.50525756403357e-06,0,1.92670376856234e-07,2.93147467017102e-06,3.717141097548e-06,0,0,0,2.29617663417259e-07
msp_0213,3.16379061388075e-07,4.0120961630082e-08,7.93388770587849e-08,0,5.76998437080789e-06,3.1826088196515e-07,1.59334128705021e-07,1.00739894035239e-07,0,1.87584238246569e-06,7.92823182648257e-07,1.74073040785908e-06,8.56683413450609e-08,2.52630595516352e-07,0,2.41459042059421e-07,7.68778634137191e-08,8.41905138851664e-08,5.75058499832034e-07,2.2585176560861e-07,6.6954773808473e-07,1.08998669823794e-06,2.22694157500281e-06,1.83912038411068e-07,1.17443963765325e-07,2.49299303331401e-08,2.38296668147651e-06,1.92439948917639e-07,3.54263329918125e-07,1.54349917453679e-08,1.05493596490556e-06,5.3302895777748e-08,8.22614713790736e-07,9.56445827398703e-08,3.51994413166447e-07,3.56898675353769e-08,0,1.92153827339922e-07,0,1.06739413122564e-08,1.28493471969057e-06,5.24129839453551e-07,6.00152695618054e-07,1.09525358534271e-06,3.48732228649763e-06,6.18631521817811e-07,3.2550900604292e-07,1.66130387084379e-06,3.80950047484501e-07,6.96108571268547e-06,0,3.78258362082739e-07,0,9.30358125655046e-08,5.85779806155952e-08,1.4629144027758e-06,6.7232016376966e-07,1.31410310573906e-07,6.33931730064203e-08,9.18438424780472e-08,3.1817955276063e-06,4.28021327824657e-08,3.01990118281731e-07,2.27038623705136e-08,6.65414351196701e-09,1.16889575999813e-06,4.85197924317626e-06,2.37128287436909e-06,1.41603499565987e-07,3.81774973490018e-06,9.18933994418238e-09
msp_0214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45334894001841e-05,0,0,0,0,0,0,0,0,1.12638149510491e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44998388676571e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55879625837476e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52931096304504e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40199105111982e-06,0,4.51594099064728e-08,0,8.72465313753696e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20875457792127e-07,0,0,0,0,2.23093867246107e-06,0,0,0,0,0,0,0,0,0,0,0
msp_0220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62310526274457e-07,0,0,0,0,0,0,0,0,0,8.41942821059214e-06,0,0,0,0,0,0,0,0,0,0,5.69712902874373e-07,0,0,2.18512880584913e-07,4.07004620740421e-07,0,7.50935670383738e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120461689513784,0,0,0,0,0,0,0,7.87918224452412e-06,0,0,0,0,0
msp_0221,1.53718950871636e-06,0,3.225581608871e-06,0,0,0,0,0,0,0,6.75924881739509e-06,0,0,4.75578380234664e-08,0,0,0,9.35633399759427e-09,0,0,4.39366825253856e-06,0,0,3.08479727075819e-06,0,0,0,0,4.40186676423416e-06,0,0,6.05333664362421e-08,0,0,1.02418356026485e-05,0,0,0,0,0,2.17780963843873e-07,0,0,0,0,0,4.17640092051723e-06,0,0,0,0,0,0,0,0,0,0,0,1.16312606858821e-06,0,0,0,0,0,0,0,0,0,0,0,0
msp_0222,0,3.86252838312646e-08,6.08155709838115e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05478863341027e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.74397600953872e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45355711214483e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98466845674478e-06,1.9889183510259e-06,0,0,0,0,0,0,0,0,9.7298966960882e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0224,6.75658484080493e-05,1.13532832414614e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47968693477211e-07,0,0,0,1.5885154792367e-05,0,0,5.31855704288671e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0225,7.52409665467857e-07,3.51496547545917e-06,3.78204066290336e-06,0,0,0,1.10797550464046e-05,2.00303209674315e-07,0,7.47395933713821e-06,4.78909616718987e-07,2.11319719088411e-08,0,7.16061121962484e-06,1.52801519996392e-07,0,3.70309667160146e-06,2.07852676027933e-06,2.18966730090727e-06,1.72780978523627e-06,0,6.63654348870417e-07,8.844290875963e-06,0,5.94037092621234e-07,3.84764709439994e-07,0,0,4.07049354853626e-06,0,7.16061898369905e-07,1.24661118024589e-08,0,8.22508826645662e-06,1.70951094626106e-06,1.67388057099693e-06,0,3.43738524810658e-06,6.82373503566002e-07,1.53185352888486e-06,2.93353820824367e-06,7.02587250481178e-06,2.89205248566843e-07,0,5.67413640707571e-06,0,7.0529719005062e-07,0,8.45883915337587e-08,0,0,0,0,2.09100478814183e-06,1.53527992773092e-06,0,0,0,6.36744661997396e-08,5.99562910135667e-07,0,1.32242030604426e-06,2.72503084995089e-06,1.50868258482515e-06,6.24312464048507e-06,3.82764514692945e-06,1.13641874651069e-05,0,1.79647817118375e-06,0,1.07242901426817e-06
msp_0226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54233676526509e-06,0,0,0,0,0,0,0,7.23573002314068e-07,0,0,0,0,0,2.5554548300782e-07,0,0,0,4.62265657193196e-08,0,0,0,2.18934093849252e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29806439512867e-07,3.76809074480612e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0227,5.32838365284202e-07,2.93738909684908e-07,0,0,4.46114859318368e-08,0,0,0,0,0,0,0,1.2617586325712e-05,5.34478534194409e-08,3.76364070018207e-08,0,0,0,0,0,0,0,0,0,2.21117603993931e-06,0,0,1.73350326437507e-06,0,0,0,8.5878025222304e-07,0,2.50911065939149e-06,0,3.95299856434534e-08,0,6.50298885623009e-07,0,5.68893284035781e-07,4.65670361586411e-07,4.34186122427488e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.22541605823895e-07,0,0,3.45602551146441e-06,0,1.0633263201583e-07,0,1.33416158230236e-06,7.21352915062355e-08,0,9.44170615400692e-08,1.68110336080252e-07,8.26584244674054e-08,0,1.93573490271304e-07,0,2.10989786541076e-08
msp_0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77414151488767e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4416714873483e-05,0,0,0,0,0,1.0865990582679e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69922877594265e-06,5.11592550438329e-07,0,0,0,0,0,0,0,0,0,0,0
msp_0230,2.79717299189229e-06,4.21312707429118e-06,0,0,0,5.45829043109419e-07,0,0,0,8.14066579479694e-06,0,0,0,2.37852438035044e-06,0,0,4.99546135625602e-06,2.1117657310612e-07,1.1216100616452e-07,9.78567148210828e-07,0,9.01179480393829e-08,6.72039047070532e-06,0,0,0,0,0,1.09304520531927e-05,0,0,0,0,0,0,6.07783840660522e-08,0,5.23727442862847e-06,0,0,1.04482606678499e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84726182221785e-07,0,0,0,0,0,0,1.39327819119829e-07,0,1.50778021492042e-06,0,0,0,0,0,0,0
msp_0232,3.38364140791122e-08,0,0,0,7.50848153848598e-07,0,4.56904468085604e-08,0,0,0,4.33162924820388e-07,0,0,0,0,0,0,0,0,0,0,0,5.76696117616405e-08,0,0,0,0,0,9.15729985325131e-08,0,0,2.22296211793756e-08,0,0,5.8974954824694e-06,0,0,0,0,0,0,0,1.32829045697433e-07,0,0,0,1.31235503562222e-07,0,0,0,0,0,0,0,0,0,0,0,3.88659640780662e-09,0,4.09425211861396e-08,0,2.80438893958167e-08,0,0,0,7.52784327314853e-08,0,0,0,0
msp_0234,0,3.59893072644052e-08,8.00890612688635e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62352985415201e-07,1.70881995873455e-07,0,9.9421563217707e-08,0,0,0,0,0,2.31894221806373e-06,0,0,0,0,0,2.47076698570065e-06,0,2.30645464482451e-08,0,1.4205152881405e-07,0,1.88288389644649e-08,5.83932849997676e-09,5.34838684590724e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54770453392814e-08,0,0,0,0,0,0,0,0,0,0,6.23661559826259e-08,0,0,0,0,0
msp_0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71848888193196e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0236,0,2.04996342188055e-07,3.0444155438084e-07,0,0,0,2.01679638342878e-07,1.35144553592824e-06,0,0,1.95736528055912e-06,0,0,9.31532140518555e-09,3.24680850519579e-07,5.04022062279219e-07,0,0,0,0,4.00808313680288e-07,4.70244206322221e-07,4.88097058031398e-07,0,7.36797430042588e-08,0,0,1.20377646036132e-07,1.92508918560462e-07,2.97358641149508e-07,9.83916056492612e-08,8.85768581123302e-08,0,2.63342868450276e-07,1.05001486214659e-06,0,0,2.61064623818791e-08,4.52376810653105e-07,0,4.92459863734988e-08,6.54461165949584e-07,0,0,0,0,4.8308015480242e-07,0,0,0,0,0,0,2.52439764338771e-06,1.26317292394405e-07,0,0,4.71764941119019e-07,0,1.83637468572692e-07,0,0,2.47373233145296e-07,1.09242351823653e-06,1.1130128036843e-07,4.08281227934926e-07,0,0,1.36277081533015e-07,0,0
msp_0237,0,7.87832889098714e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74912759817804e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12986030851794e-07
msp_0238,0,1.42266951059968e-07,0,0,0,0,0,0,0,1.47103606839773e-06,0,0,0,1.87030234968451e-08,0,0,1.00828617733385e-06,2.41288563174992e-07,0,5.53846447411373e-07,0,0,0,0,4.4726020650571e-08,1.09555537464264e-07,0,0,0,0,0,6.11060789997628e-07,0,2.48831338343533e-07,0,1.29419973710234e-07,0,9.79937575037693e-07,0,1.42862851819064e-06,9.52842827084631e-08,2.48172160400683e-07,0,0,0,0,6.89183786796489e-08,0,0,0,8.25317518130323e-08,0,0,0,0,0,0,0,0,6.42894656475804e-07,0,3.9770938730099e-08,0,0,0,0,0,0,0,0,0
msp_0239,0,3.86859206516024e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19222585441371e-06,0,0,0,0,0,0,0,0,1.87495989512971e-07,0,0,0,6.8734540306029e-07,0,1.67275075678635e-06,0,1.86131758765219e-06,0,0,0,0,0,2.37403898017684e-07,0,0,0,0,1.63157026442363e-06,0,0,0,0,0,0,0,0,0,0,0,0,5.42355845026945e-07,0
msp_0240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64866840492936e-06,0,0,0,0,0,0,0,0,0,0,0
msp_0241,0,0,0,0,4.40102137779516e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5936281089134e-08,0,0,0,0,0,0,0,0,4.78075155689598e-07,0,0,0,0,0,1.20016467219498e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60478055046965e-08,0,0,0,0,0,0,0,0,0,7.16160534978818e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,7.026612934326e-07,0
msp_0243,0,0,2.00110200192119e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48985906337498e-08,0,0,0,0,0,0,0,0,0,0,2.95734984199561e-07,0,0,0,0,0,0,1.99683040511477e-08,0,0,0,0,0,0,0,0,3.0015255078602e-08,2.94329853341015e-08,0,0,0,0,0,0,0,0,1.02125626653429e-07,0,6.68048111528571e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0244,0,0,9.73442158328296e-08,0,0,0,4.06993890861239e-07,0,0,0,0,0,0,0,1.77811481810716e-08,2.88353085291855e-08,0,0,0,0,0,0,0,0,2.45646181466099e-07,2.9012205108584e-08,0,1.95850107130892e-08,2.36979320285686e-08,9.81143069234758e-09,4.94258592254566e-08,0,0,8.84713227790343e-07,0,2.24869406943745e-07,0,8.15500571978169e-09,4.97985016284104e-09,3.59034795121254e-07,0,3.24753444072381e-08,0,0,0,0,0,0,0,0,0,1.24459654995466e-07,0,6.76845869335405e-08,2.35478990778255e-07,0,0,1.13729018499435e-06,0,0,1.58643765973118e-07,5.86113046291031e-08,6.90004862658755e-07,0,3.39398895587299e-08,4.26658141489629e-08,0,0,3.03370566791893e-07,0,0
msp_0246,4.30910554747687e-08,0,0,0,4.83925545583861e-07,1.82291814854622e-06,0,0,0,0,0,0,0,0,0,0,0,1.44474405857293e-06,0,0,1.04847517651293e-08,0,1.07443777544056e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42613454979156e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51440910527367e-08,0,0,0
msp_0247,0,1.20637070529133e-06,0,0,0,0,0,0,0,7.96186446283707e-07,0,0,0,0,0,0,2.77184344086314e-07,0,0,3.86435942412285e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06851351350001e-07,0,0,0,9.02487312762264e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
